Order_ID,Order_Date,Ship_Date,Customer_ID,Product_ID,Sales,Quantity,Discount,Profit,Shipping_Cost,Ship_Mode,Order_Priority,Year,Order_Month,Order_Quarter,Order_Day,Shipping_Days,Profit_Margin
MX-2013-168683,2013-12-19,2013-12-26,MS-173653,FUR-BO-10000148,286,3,0.0,0.0,3.137,Standard Class,Medium,2013,December,4,Thursday,7,0.0
MX-2013-100251,2013-12-20,2013-12-27,SG-200803,FUR-BO-10002250,344,3,0.0,164.94,34.434,Standard Class,Medium,2013,December,4,Friday,7,47.95
IN-2013-51621,2013-12-24,2013-12-29,SG-200801,FUR-BO-10003887,341,2,0.0,13.62,28.18,Standard Class,Medium,2013,December,4,Tuesday,5,3.99
IN-2013-28542,2013-12-27,2013-12-31,LC-171401,FUR-BO-10004821,977,8,0.0,97.44,51.96,Standard Class,Medium,2013,December,4,Friday,4,9.97
IN-2013-52972,2013-12-31,2014-01-04,BD-116201,FUR-BO-10001641,143,1,0.0,50.16,10.46,Standard Class,Medium,2013,December,4,Tuesday,4,35.08
IN-2013-58152,2013-12-31,2014-01-06,AA-103151,FUR-BO-10000961,499,4,0.0,179.76,30.63,Standard Class,Medium,2013,December,4,Tuesday,6,36.02
IZ-2014-9320,2014-01-16,2014-01-22,KM-67201,FUR-IKE-10002719,363,1,0.0,130.62,26.95,Standard Class,Medium,2014,January,1,Thursday,6,35.98
IZ-2014-9320,2014-01-16,2014-01-22,KM-67201,FUR-SAU-10004053,197,1,0.0,72.9,16.71,Standard Class,Medium,2014,January,1,Thursday,6,37.01
AG-2014-8600,2014-01-22,2014-01-27,SB-101701,FUR-SAU-10002255,875,2,0.0,148.68,54.12,Standard Class,Medium,2014,January,1,Wednesday,5,16.99
IN-2014-46777,2014-01-25,2014-01-29,KD-163451,FUR-BO-10003282,2486,6,0.0,795.24,248.41,Standard Class,Medium,2014,January,1,Saturday,4,31.99
ES-2014-5528295,2014-02-05,2014-02-10,RD-197202,FUR-BO-10000728,244,2,0.0,82.98,24.25,Standard Class,Medium,2014,February,1,Wednesday,5,34.01
MO-2014-4820,2014-02-11,2014-02-16,ST-105301,FUR-SAU-10002331,388,1,0.0,3.87,25.64,Standard Class,Medium,2014,February,1,Tuesday,5,1.0
TZ-2014-1730,2014-02-21,2014-02-26,JL-58351,FUR-BUS-10000984,573,4,0.0,126.12,49.58,Standard Class,Medium,2014,February,1,Friday,5,22.01
MX-2014-137911,2014-02-22,2014-02-27,SS-208753,FUR-BO-10000728,552,2,0.0,121.48,40.875,Standard Class,Medium,2014,February,1,Saturday,5,22.01
IN-2014-57172,2014-03-10,2014-03-14,CB-120251,FUR-BO-10004043,1231,3,0.0,24.57,60.67,Standard Class,Medium,2014,March,1,Monday,4,2.0
IN-2014-21171,2014-03-18,2014-03-23,BD-113201,FUR-BO-10002000,822,2,0.0,123.36,45.16,Standard Class,Medium,2014,March,1,Tuesday,5,15.01
RS-2014-630,2014-03-20,2014-03-25,LH-71553,FUR-DAN-10003065,362,1,0.0,39.84,15.1,Standard Class,Medium,2014,March,1,Thursday,5,11.01
SA-2014-6420,2014-03-21,2014-03-26,GZ-44703,FUR-DAN-10001462,123,1,0.0,1.2,12.01,Standard Class,Medium,2014,March,1,Friday,5,0.98
IN-2014-40764,2014-03-27,2014-04-02,RB-194351,FUR-BO-10002390,363,1,0.0,32.64,21.58,Standard Class,Medium,2014,March,1,Thursday,6,8.99
IN-2014-40764,2014-03-27,2014-04-02,RB-194351,FUR-BO-10004648,2723,7,0.0,408.24,137.38,Standard Class,Medium,2014,March,1,Thursday,6,14.99
IN-2014-83233,2014-03-28,2014-04-01,RP-193901,FUR-BO-10003713,599,4,0.0,17.88,21.41,Standard Class,Medium,2014,March,1,Friday,4,2.98
MX-2014-108280,2014-04-11,2014-04-17,ES-140203,FUR-BO-10004504,338,3,0.0,64.26,23.483,Standard Class,Medium,2014,April,2,Friday,6,19.01
UP-2014-870,2014-04-12,2014-04-16,AR-5102,FUR-DAN-10002741,494,4,0.0,54.24,36.99,Standard Class,Medium,2014,April,2,Saturday,4,10.98
IN-2014-28675,2014-04-17,2014-04-22,AF-108701,FUR-BO-10001598,125,1,0.0,56.4,6.4,Standard Class,Medium,2014,April,2,Thursday,5,45.12
IN-2014-28675,2014-04-17,2014-04-22,AF-108701,FUR-BO-10003408,568,4,0.0,113.52,48.63,Standard Class,Medium,2014,April,2,Thursday,5,19.99
IN-2014-31622,2014-04-21,2014-04-25,SS-205901,FUR-BO-10000610,500,4,0.0,245.16,12.32,Standard Class,Medium,2014,April,2,Monday,4,49.03
EG-2014-1710,2014-04-25,2014-04-29,PT-90901,FUR-SAF-10001322,148,1,0.0,23.73,9.17,Standard Class,Medium,2014,April,2,Friday,4,16.03
IN-2014-54253,2014-05-05,2014-05-10,JF-151901,FUR-BO-10001147,854,5,0.0,221.85,83.82,Standard Class,Medium,2014,May,2,Monday,5,25.98
MX-2014-121076,2014-05-08,2014-05-15,AZ-107503,FUR-BO-10003287,163,2,0.0,27.64,6.633,Standard Class,Medium,2014,May,2,Thursday,7,16.96
EG-2014-1730,2014-05-22,2014-05-28,HG-48451,FUR-SAF-10000265,389,1,0.0,66.15,1.52,Standard Class,Medium,2014,May,2,Thursday,6,17.01
MX-2014-146255,2014-06-05,2014-06-10,NC-184153,FUR-BO-10004472,485,2,0.0,242.48,28.211,Standard Class,Medium,2014,June,2,Thursday,5,50.0
EZ-2014-2140,2014-06-06,2014-06-10,TB-114002,FUR-DAN-10004745,122,1,0.0,41.49,6.44,Standard Class,Medium,2014,June,2,Friday,4,34.01
MX-2014-138982,2014-06-19,2014-06-25,MN-179353,FUR-BO-10004725,774,3,0.0,185.76,15.803,Standard Class,Medium,2014,June,2,Thursday,6,24.0
MX-2014-168480,2014-06-23,2014-06-28,FH-143503,FUR-BO-10004508,807,7,0.0,338.8,84.27,Standard Class,Medium,2014,June,2,Monday,5,41.98
MZ-2014-4670,2014-06-24,2014-06-29,AZ-7501,FUR-IKE-10001312,824,2,0.0,312.9,42.17,Standard Class,Medium,2014,June,2,Tuesday,5,37.97
IN-2014-82008,2014-06-25,2014-07-02,DC-128501,FUR-BO-10001452,248,2,0.0,96.78,8.19,Standard Class,Medium,2014,June,2,Wednesday,7,39.02
IN-2014-33729,2014-07-05,2014-07-09,JW-159551,FUR-BO-10004648,1945,5,0.0,291.6,219.83,Standard Class,Medium,2014,July,3,Saturday,4,14.99
RO-2014-1840,2014-07-07,2014-07-12,SE-101102,FUR-SAU-10004221,150,1,0.0,44.94,11.16,Standard Class,Medium,2014,July,3,Monday,5,29.96
ES-2014-2525492,2014-07-28,2014-08-03,AM-107052,FUR-BO-10003828,143,1,0.0,41.4,12.03,Standard Class,Medium,2014,July,3,Monday,6,28.95
IN-2014-41723,2014-08-07,2014-08-12,IL-151001,FUR-BO-10003793,571,4,0.0,251.28,23.86,Standard Class,Medium,2014,August,3,Thursday,5,44.01
SF-2014-7970,2014-08-13,2014-08-17,JD-60601,FUR-DAN-10001340,249,2,0.0,72.24,14.1,Standard Class,Medium,2014,August,3,Wednesday,4,29.01
IZ-2014-5170,2014-08-13,2014-08-17,EJ-41552,FUR-SAU-10002540,146,1,0.0,21.93,11.94,Standard Class,Medium,2014,August,3,Wednesday,4,15.02
MX-2014-119508,2014-08-16,2014-08-21,BS-116653,FUR-BO-10004441,726,3,0.0,94.32,62.873,Standard Class,Medium,2014,August,3,Saturday,5,12.99
CG-2014-8750,2014-08-17,2014-08-21,AM-7051,FUR-SAU-10003872,392,2,0.0,90.12,44.22,Standard Class,Medium,2014,August,3,Sunday,4,22.99
HR-2014-2520,2014-08-22,2014-08-26,LH-71553,FUR-BUS-10002989,825,2,0.0,338.34,53.55,Standard Class,Medium,2014,August,3,Friday,4,41.01
ES-2014-5949760,2014-08-29,2014-09-02,HA-149052,FUR-BO-10004119,852,5,0.0,51.0,60.86,Standard Class,Medium,2014,August,3,Friday,4,5.99
LY-2014-4090,2014-08-29,2014-09-05,BK-12601,FUR-BUS-10004622,125,1,0.0,60.15,3.97,Standard Class,Medium,2014,August,3,Friday,7,48.12
ES-2014-2411166,2014-09-04,2014-09-08,BG-110352,FUR-BO-10004630,2927,8,0.0,146.16,223.41,Standard Class,Medium,2014,September,3,Thursday,4,4.99
IN-2014-57683,2014-09-11,2014-09-15,DL-133301,FUR-BO-10000210,1094,3,0.0,328.23,87.41,Standard Class,Medium,2014,September,3,Thursday,4,30.0
CA-2014-6960,2014-09-12,2014-09-17,RD-95852,FUR-BUS-10003368,695,4,0.0,173.76,2.55,Standard Class,Medium,2014,September,3,Friday,5,25.0
MX-2014-116855,2014-09-13,2014-09-18,HG-148453,FUR-BO-10000148,190,2,0.0,0.0,11.054,Standard Class,Medium,2014,September,3,Saturday,5,0.0
ZA-2014-7540,2014-09-15,2014-09-21,DB-36151,FUR-IKE-10002894,2180,6,0.0,959.22,112.59,Standard Class,Medium,2014,September,3,Monday,6,44.0
ES-2014-4789132,2014-09-20,2014-09-24,AH-102102,FUR-BO-10003881,394,2,0.0,145.8,28.38,Standard Class,Medium,2014,September,3,Saturday,4,37.01
IN-2014-72348,2014-09-22,2014-09-28,GH-144251,FUR-BO-10003022,845,6,0.0,295.74,43.17,Standard Class,Medium,2014,September,3,Monday,6,35.0
MX-2014-118374,2014-09-27,2014-10-02,TM-210103,FUR-BO-10004082,1452,5,0.0,595.1,46.734,Standard Class,Medium,2014,September,3,Saturday,5,40.98
MX-2014-161753,2014-09-30,2014-10-04,RB-194353,FUR-BO-10001779,200,2,0.0,82.16,17.987,Standard Class,Medium,2014,September,3,Tuesday,4,41.08
RW-2014-1160,2014-10-02,2014-10-08,LT-71101,FUR-IKE-10001312,412,1,0.0,156.45,23.71,Standard Class,Medium,2014,October,4,Thursday,6,37.97
MX-2014-142566,2014-10-09,2014-10-14,RA-199453,FUR-BO-10003106,1174,12,0.0,222.96,104.56,Standard Class,Medium,2014,October,4,Thursday,5,18.99
MX-2014-113915,2014-10-09,2014-10-15,MB-180853,FUR-BO-10002250,344,3,0.0,164.94,32.196,Standard Class,Medium,2014,October,4,Thursday,6,47.95
IN-2014-71382,2014-10-11,2014-10-16,TT-210701,FUR-BO-10001580,738,6,0.0,125.28,75.51,Standard Class,Medium,2014,October,4,Saturday,5,16.98
IN-2014-15585,2014-10-15,2014-10-21,LP-170951,FUR-BO-10002031,875,2,0.0,192.42,57.11,Standard Class,Medium,2014,October,4,Wednesday,6,21.99
IN-2014-17930,2014-10-17,2014-10-22,MG-176951,FUR-BO-10001471,3048,7,0.0,1463.07,185.65,Standard Class,Medium,2014,October,4,Friday,5,48.0
MX-2014-143763,2014-10-22,2014-10-26,BH-117103,FUR-BO-10000746,251,3,0.0,107.94,25.397,Standard Class,Medium,2014,October,4,Wednesday,4,43.0
IN-2014-24622,2014-10-22,2014-10-28,MM-179201,FUR-BO-10003022,282,2,0.0,98.58,28.54,Standard Class,Medium,2014,October,4,Wednesday,6,34.96
MX-2014-152751,2014-10-28,2014-11-01,SO-203353,FUR-BO-10002471,561,5,0.0,44.8,9.356,Standard Class,Medium,2014,October,4,Tuesday,4,7.99
MX-2014-100041,2014-10-29,2014-11-04,AA-106453,FUR-BO-10002346,567,7,0.0,164.5,35.598,Standard Class,Medium,2014,October,4,Wednesday,6,29.01
MX-2014-162075,2014-11-03,2014-11-08,BS-117553,FUR-BO-10004407,226,2,0.0,33.96,18.853,Standard Class,Medium,2014,November,4,Monday,5,15.03
ES-2014-2455390,2014-11-05,2014-11-12,TP-211302,FUR-BO-10004914,430,3,0.0,94.59,34.58,Standard Class,Medium,2014,November,4,Wednesday,7,22.0
SF-2014-1270,2014-11-06,2014-11-10,CS-23551,FUR-IKE-10001539,413,1,0.0,8.25,30.64,Standard Class,Medium,2014,November,4,Thursday,4,2.0
ES-2014-3606209,2014-11-08,2014-11-14,EB-141102,FUR-BO-10003604,377,3,0.0,48.96,21.36,Standard Class,Medium,2014,November,4,Saturday,6,12.99
IN-2014-48310,2014-11-12,2014-11-16,JK-160901,FUR-BO-10001342,298,2,0.0,0.0,16.23,Standard Class,Medium,2014,November,4,Wednesday,4,0.0
IN-2014-45174,2014-11-14,2014-11-18,JL-152351,FUR-BO-10004529,840,5,0.0,100.8,62.77,Standard Class,Medium,2014,November,4,Friday,4,12.0
IN-2014-45174,2014-11-14,2014-11-18,JL-152351,FUR-BO-10004529,168,1,0.0,20.16,11.35,Standard Class,Medium,2014,November,4,Friday,4,12.0
IN-2014-45174,2014-11-14,2014-11-18,JL-152351,FUR-BO-10002736,1175,8,0.0,187.92,92.01,Standard Class,Medium,2014,November,4,Friday,4,15.99
IN-2014-63766,2014-11-22,2014-11-26,MK-181601,FUR-BO-10003029,1163,3,0.0,81.36,83.9,Standard Class,Medium,2014,November,4,Saturday,4,7.0
MX-2014-135202,2014-11-25,2014-12-01,BM-117853,FUR-BO-10001356,732,3,0.0,146.34,44.594,Standard Class,Medium,2014,November,4,Tuesday,6,19.99
SU-2014-5140,2014-11-26,2014-12-01,RD-95851,FUR-BUS-10003724,741,6,0.0,103.68,87.46,Standard Class,Medium,2014,November,4,Wednesday,5,13.99
CA-2014-4170,2014-11-27,2014-12-02,DC-28502,FUR-SAF-10002846,1758,4,0.0,70.32,75.28,Standard Class,Medium,2014,November,4,Thursday,5,4.0
IN-2014-17552,2014-12-05,2014-12-10,KW-164351,FUR-BO-10003945,498,3,0.0,224.28,48.24,Standard Class,Medium,2014,December,4,Friday,5,45.04
MX-2014-160738,2014-12-10,2014-12-15,SW-202753,FUR-BO-10004452,1380,5,0.0,648.6,94.627,Standard Class,Medium,2014,December,4,Wednesday,5,47.0
IN-2014-58460,2014-12-13,2014-12-19,BT-116801,FUR-BO-10001598,1003,8,0.0,451.2,77.72,Standard Class,Medium,2014,December,4,Saturday,6,44.99
IT-2014-5741451,2014-12-14,2014-12-19,EB-138702,FUR-BO-10000533,494,4,0.0,54.24,30.39,Standard Class,Medium,2014,December,4,Sunday,5,10.98
MX-2014-142601,2014-12-18,2014-12-23,MM-179203,FUR-BO-10004441,1693,7,0.0,220.08,103.156,Standard Class,Medium,2014,December,4,Thursday,5,13.0
IN-2014-83009,2014-12-23,2014-12-28,DK-130901,FUR-BO-10004434,363,1,0.0,10.89,30.62,Standard Class,Medium,2014,December,4,Tuesday,5,3.0
IR-2014-6760,2014-12-25,2014-12-30,CC-23702,FUR-SAF-10000213,1763,4,0.0,669.72,162.31,Standard Class,Medium,2014,December,4,Thursday,5,37.99
ES-2011-4976144,2011-01-12,2011-01-17,AG-107652,FUR-CH-10000745,290,5,0.0,69.6,18.63,Standard Class,Medium,2011,January,1,Wednesday,5,24.0
MG-2011-9660,2011-01-21,2011-01-27,SH-99752,FUR-OFF-10003688,277,2,0.0,55.38,24.75,Standard Class,Medium,2011,January,1,Friday,6,19.99
MO-2011-4320,2011-01-31,2011-02-04,BD-17701,FUR-NOV-10002655,334,2,0.0,26.7,19.34,Standard Class,Medium,2011,January,1,Monday,4,7.99
EG-2011-3900,2011-02-08,2011-02-13,KW-65701,FUR-SAF-10002314,331,2,0.0,119.16,0.16,Standard Class,Medium,2011,February,1,Tuesday,5,36.0
SF-2011-2790,2011-07-07,2011-07-14,BS-18001,FUR-SAF-10004252,1856,4,0.0,129.84,163.07,Standard Class,Medium,2011,July,3,Thursday,7,7.0
EG-2011-7600,2011-07-12,2011-07-17,LP-70801,FUR-OFF-10000344,116,2,0.0,16.2,6.22,Standard Class,Medium,2011,July,3,Tuesday,5,13.97
SU-2011-3310,2011-08-01,2011-08-06,CS-24601,FUR-SAF-10002180,923,2,0.0,9.18,69.1,Standard Class,Medium,2011,August,3,Monday,5,0.99
ES-2011-1679370,2011-08-03,2011-08-07,RA-198852,FUR-CH-10001802,387,3,0.0,46.44,22.18,Standard Class,Medium,2011,August,3,Wednesday,4,12.0
IS-2011-7290,2011-08-03,2011-08-09,RM-93752,FUR-NOV-10000123,263,2,0.0,47.28,18.36,Standard Class,Medium,2011,August,3,Wednesday,6,17.98
ES-2011-3081212,2011-08-27,2011-09-03,VW-217752,FUR-CH-10001831,267,2,0.0,29.4,14.85,Standard Class,Medium,2011,August,3,Saturday,7,11.01
ES-2011-2613634,2011-09-09,2011-09-16,MY-182952,FUR-CH-10001674,205,3,0.0,79.92,12.17,Standard Class,Medium,2011,September,3,Friday,7,38.99
SA-2011-1630,2011-09-21,2011-09-25,DP-33903,FUR-HON-10000029,171,4,0.0,34.08,16.53,Standard Class,Medium,2011,September,3,Wednesday,4,19.93
EG-2011-3570,2011-10-14,2011-10-20,AJ-7801,FUR-HON-10003137,167,2,0.0,35.1,7.77,Standard Class,Medium,2011,October,4,Friday,6,21.02
EG-2011-5280,2011-10-20,2011-10-27,VM-118351,FUR-HON-10002570,809,14,0.0,177.66,59.85,Standard Class,Medium,2011,October,4,Thursday,7,21.96
ES-2011-1244060,2011-11-15,2011-11-20,SV-209352,FUR-CH-10002974,405,3,0.0,20.16,38.31,Standard Class,Medium,2011,November,4,Tuesday,5,4.98
ES-2011-5201850,2011-12-15,2011-12-19,FC-142452,FUR-CH-10004685,547,3,0.0,158.58,2.19,Standard Class,Medium,2011,December,4,Thursday,4,28.99
ES-2011-5911716,2011-12-19,2011-12-23,JK-156402,FUR-CH-10003365,1395,3,0.0,571.95,116.41,Standard Class,Medium,2011,December,4,Monday,4,41.0
QA-2012-1070,2012-02-20,2012-02-24,TC-109802,FUR-OFF-10003713,546,8,0.0,213.12,61.5,Standard Class,Medium,2012,February,1,Monday,4,39.03
SF-2012-9560,2012-04-25,2012-04-30,CM-18301,FUR-HAR-10000441,299,2,0.0,95.7,14.99,Standard Class,Medium,2012,April,2,Wednesday,5,32.01
EG-2012-1630,2012-05-25,2012-05-30,DA-34501,FUR-HON-10000339,190,4,0.0,22.68,9.07,Standard Class,Medium,2012,May,2,Friday,5,11.94
IR-2012-6980,2012-06-01,2012-06-06,EC-40502,FUR-OFF-10004495,343,2,0.0,116.58,46.91,Standard Class,Medium,2012,June,2,Friday,5,33.99
SA-2012-4510,2012-06-14,2012-06-18,JP-61352,FUR-SAF-10002616,529,6,0.0,47.52,37.98,Standard Class,Medium,2012,June,2,Thursday,4,8.98
SF-2012-6610,2012-06-16,2012-06-22,DV-30451,FUR-HAR-10002328,711,4,0.0,234.48,42.01,Standard Class,Medium,2012,June,2,Saturday,6,32.98
ES-2012-4026260,2012-06-18,2012-06-25,BD-117252,FUR-CH-10000105,586,7,0.0,122.85,36.68,Standard Class,Medium,2012,June,2,Monday,7,20.96
ES-2012-3290357,2012-06-25,2012-07-02,JF-152952,FUR-CH-10001553,333,7,0.0,73.29,17.87,Standard Class,Medium,2012,June,2,Monday,7,22.01
ZA-2012-5390,2012-08-13,2012-08-18,SF-102001,FUR-NOV-10003195,338,6,0.0,101.34,23.79,Standard Class,Medium,2012,August,3,Monday,5,29.98
IT-2012-4835449,2012-08-14,2012-08-20,JK-157302,FUR-CH-10003026,97,2,0.0,24.18,6.05,Standard Class,Medium,2012,August,3,Tuesday,6,24.93
ES-2012-2522694,2012-09-01,2012-09-08,TB-214002,FUR-CH-10000603,135,3,0.0,44.64,15.5,Standard Class,Medium,2012,September,3,Saturday,7,33.07
IZ-2012-2030,2012-09-04,2012-09-08,RM-97502,FUR-SAF-10003160,275,2,0.0,98.88,19.42,Standard Class,Medium,2012,September,3,Tuesday,4,35.96
ES-2012-3131770,2012-09-13,2012-09-17,AH-100752,FUR-CH-10003249,446,5,0.0,0.0,15.7,Standard Class,Medium,2012,September,3,Thursday,4,0.0
KE-2012-4830,2012-09-25,2012-10-01,NF-83851,FUR-HAR-10002546,417,6,0.0,87.48,20.27,Standard Class,Medium,2012,September,3,Tuesday,6,20.98
KG-2012-2770,2012-11-05,2012-11-09,ME-77253,FUR-HAR-10000441,598,4,0.0,191.4,40.79,Standard Class,Medium,2012,November,4,Monday,4,32.01
SA-2012-90,2012-11-27,2012-12-03,SU-106652,FUR-NOV-10002911,169,2,0.0,8.4,12.59,Standard Class,Medium,2012,November,4,Tuesday,6,4.97
IT-2013-1454838,2013-01-04,2013-01-08,SP-209202,FUR-CH-10004101,682,4,0.0,327.12,32.25,Standard Class,Medium,2013,January,1,Friday,4,47.96
ES-2013-2141906,2013-01-22,2013-01-26,SP-206202,FUR-CH-10004943,174,3,0.0,24.3,9.32,Standard Class,Medium,2013,January,1,Tuesday,4,13.97
ES-2013-2141906,2013-01-22,2013-01-26,SP-206202,FUR-CH-10003249,268,3,0.0,0.0,21.44,Standard Class,Medium,2013,January,1,Tuesday,4,0.0
SU-2013-6450,2013-02-22,2013-02-27,CA-19651,FUR-OFF-10001132,353,2,0.0,35.28,14.73,Standard Class,Medium,2013,February,1,Friday,5,9.99
SF-2013-1320,2013-03-04,2013-03-10,RD-98101,FUR-OFF-10002511,893,10,0.0,0.0,49.42,Standard Class,Medium,2013,March,1,Monday,6,0.0
MO-2013-8380,2013-03-05,2013-03-09,XP-118651,FUR-NOV-10003053,193,4,0.0,46.2,20.1,Standard Class,Medium,2013,March,1,Tuesday,4,23.94
ES-2013-5628468,2013-05-08,2013-05-13,TH-211002,FUR-CH-10002610,324,2,0.0,9.72,25.22,Standard Class,Medium,2013,May,2,Wednesday,5,3.0
ES-2013-1964432,2013-06-13,2013-06-20,SW-207552,FUR-CH-10002970,278,4,0.0,58.32,19.89,Standard Class,Medium,2013,June,2,Thursday,7,20.98
IR-2013-9810,2013-06-14,2013-06-19,SC-107703,FUR-NOV-10002107,804,6,0.0,313.2,52.52,Standard Class,Medium,2013,June,2,Friday,5,38.96
IR-2013-8670,2013-06-30,2013-07-05,BD-16202,FUR-HON-10004632,106,2,0.0,4.2,7.75,Standard Class,Medium,2013,June,2,Sunday,5,3.96
IR-2013-4780,2013-08-02,2013-08-07,RP-93902,FUR-SAF-10001136,341,2,0.0,163.56,30.61,Standard Class,Medium,2013,August,3,Friday,5,47.96
MZ-2013-6890,2013-08-08,2013-08-12,LB-67351,FUR-HAR-10001792,370,6,0.0,158.94,16.91,Standard Class,Medium,2013,August,3,Thursday,4,42.96
ML-2013-4490,2013-08-15,2013-08-20,ND-84601,FUR-OFF-10004214,1879,4,0.0,732.6,149.76,Standard Class,Medium,2013,August,3,Thursday,5,38.99
CA-2013-6250,2013-08-20,2013-08-26,JR-62102,FUR-NOV-10002911,169,2,0.0,8.4,6.74,Standard Class,Medium,2013,August,3,Tuesday,6,4.97
IR-2013-3590,2013-08-22,2013-08-26,MK-81603,FUR-SAF-10000593,125,2,0.0,27.36,7.12,Standard Class,Medium,2013,August,3,Thursday,4,21.89
SG-2013-3590,2013-09-03,2013-09-09,RP-93901,FUR-OFF-10001224,348,2,0.0,17.34,19.42,Standard Class,Medium,2013,September,3,Tuesday,6,4.98
RS-2013-2700,2013-10-01,2013-10-06,TB-112502,FUR-OFF-10002330,935,2,0.0,65.4,39.13,Standard Class,Medium,2013,October,4,Tuesday,5,6.99
MO-2013-9260,2013-10-09,2013-10-14,CC-26851,FUR-SAF-10003819,681,4,0.0,258.6,50.42,Standard Class,Medium,2013,October,4,Wednesday,5,37.97
PL-2013-6230,2013-10-16,2013-10-22,PB-88053,FUR-HON-10000029,85,2,0.0,17.04,6.89,Standard Class,Medium,2013,October,4,Wednesday,6,20.05
ES-2013-3243058,2013-11-06,2013-11-10,RE-194052,FUR-CH-10001153,128,2,0.0,58.98,11.26,Standard Class,Medium,2013,November,4,Wednesday,4,46.08
IZ-2013-3270,2013-11-22,2013-11-28,AW-9302,FUR-OFF-10002511,357,4,0.0,0.0,26.43,Standard Class,Medium,2013,November,4,Friday,6,0.0
ES-2013-5377319,2013-12-04,2013-12-09,MC-181002,FUR-CH-10001278,115,2,0.0,5.7,6.44,Standard Class,Medium,2013,December,4,Wednesday,5,4.96
ES-2013-1068972,2013-12-09,2013-12-16,GM-144402,FUR-CH-10001278,115,2,0.0,5.7,10.04,Standard Class,Medium,2013,December,4,Monday,7,4.96
ES-2014-3319612,2014-01-09,2014-01-14,ND-184602,FUR-CH-10000745,174,3,0.0,41.76,17.77,Standard Class,Medium,2014,January,1,Thursday,5,24.0
ES-2014-3319612,2014-01-09,2014-01-14,ND-184602,FUR-CH-10003249,529,9,0.0,201.15,32.05,Standard Class,Medium,2014,January,1,Thursday,5,38.02
BU-2014-7540,2014-03-01,2014-03-07,MH-80253,FUR-HAR-10000334,360,2,0.0,126.06,21.93,Standard Class,Medium,2014,March,1,Saturday,6,35.02
ES-2014-4934407,2014-03-25,2014-03-31,JB-160002,FUR-CH-10004792,511,3,0.0,193.95,25.2,Standard Class,Medium,2014,March,1,Tuesday,6,37.95
UP-2014-9950,2014-03-31,2014-04-06,KH-63302,FUR-NOV-10004602,920,2,0.0,322.14,38.29,Standard Class,Medium,2014,March,1,Monday,6,35.02
PL-2014-290,2014-04-21,2014-04-27,CC-22203,FUR-SAF-10003402,94,2,0.0,15.96,3.14,Standard Class,Medium,2014,April,2,Monday,6,16.98
EG-2014-1710,2014-04-25,2014-04-29,PT-90901,FUR-HON-10000103,327,2,0.0,49.08,23.48,Standard Class,Medium,2014,April,2,Friday,4,15.01
SF-2014-5680,2014-04-28,2014-05-04,JH-59101,FUR-SAF-10002180,1846,4,0.0,18.36,178.56,Standard Class,Medium,2014,April,2,Monday,6,0.99
RS-2014-850,2014-05-07,2014-05-11,MB-73052,FUR-HON-10001776,181,4,0.0,59.52,13.99,Standard Class,Medium,2014,May,2,Wednesday,4,32.88
EG-2014-740,2014-05-08,2014-05-13,DB-36601,FUR-HAR-10003548,383,6,0.0,122.58,18.87,Standard Class,Medium,2014,May,2,Thursday,5,32.01
PL-2014-1380,2014-05-13,2014-05-17,RR-93152,FUR-HAR-10002328,1422,8,0.0,468.96,67.38,Standard Class,Medium,2014,May,2,Tuesday,4,32.98
ES-2014-5925548,2014-05-16,2014-05-21,AA-104802,FUR-CH-10001802,1032,8,0.0,123.84,75.27,Standard Class,Medium,2014,May,2,Friday,5,12.0
IV-2014-5410,2014-05-16,2014-05-21,BP-10501,FUR-HAR-10002873,952,2,0.0,380.88,51.9,Standard Class,Medium,2014,May,2,Friday,5,40.01
MO-2014-8720,2014-05-23,2014-05-29,AS-2851,FUR-HAR-10001089,289,2,0.0,86.76,17.95,Standard Class,Medium,2014,May,2,Friday,6,30.02
BO-2014-1510,2014-06-03,2014-06-09,PB-91051,FUR-HAR-10001144,128,2,0.0,58.98,9.45,Standard Class,Medium,2014,June,2,Tuesday,6,46.08
ES-2014-2958500,2014-06-26,2014-07-03,SN-207102,FUR-CH-10004506,253,3,0.0,12.6,11.09,Standard Class,Medium,2014,June,2,Thursday,7,4.98
ES-2014-1879715,2014-06-29,2014-07-03,JA-159702,FUR-CH-10001429,1392,3,0.0,97.38,90.5,Standard Class,Medium,2014,June,2,Sunday,4,7.0
ES-2014-4138832,2014-07-03,2014-07-08,AH-106902,FUR-CH-10002819,120,2,0.0,25.08,7.27,Standard Class,Medium,2014,July,3,Thursday,5,20.9
UZ-2014-5310,2014-07-26,2014-07-30,NM-85201,FUR-OFF-10002740,188,2,0.0,67.62,12.37,Standard Class,Medium,2014,July,3,Saturday,4,35.97
MK-2014-990,2014-07-28,2014-08-03,TB-112803,FUR-SAF-10001949,99,2,0.0,6.9,9.92,Standard Class,Medium,2014,July,3,Monday,6,6.97
RO-2014-6900,2014-08-07,2014-08-11,KF-62852,FUR-NOV-10002655,334,2,0.0,26.7,29.89,Standard Class,Medium,2014,August,3,Thursday,4,7.99
IZ-2014-7330,2014-08-19,2014-08-25,JM-52502,FUR-SAF-10002557,171,2,0.0,80.52,7.65,Standard Class,Medium,2014,August,3,Tuesday,6,47.09
